attempt_id,candidate_id,circuit_path,circuit_sha256,compiler_hash,config_hash,elapsed_seconds,error,input_hash,instance_id,observation_id,repeat,repetition,resources_json,seed,status,synthesis,task_id,topology,trace_json,worker_pid,worker_started_utc
p1_repeat_a_attempt_1,9344a9b0578226f793e0a99a,circuit_digests/f873e09905966c394694e548.json,f9d2c8d986c964efa0ba2d81102188c8e8da41e0e32f80e989384623393e5ca5,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,13.874750800001493,,7a7764c3dee3d0d9942ed2561938101629f9326456a09d8249c9e006f394ffe4,max3sat_003,dd5512f8-e587-4fd8-bf47-fdb89c420fd2,repeat_a,repeat_a,"{""D"":45,""G"":78,""J"":0.4375,""M"":1.1,""Q"":9,""all_gate_depth"":83,""logical_Q"":9,""total_gates"":162}",1729,compiled,canonical,f873e09905966c394694e548,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",32588,2026-09-20T23:25:59.067113+00:00
p1_repeat_a_attempt_1,f22fa140edea8a1422ab466c,circuit_digests/158dbb8eaf56ebae098d577d.json,b4e0943df9d030591d21dbc560ec05d3993cf0245ad2b95cad83983d93a4b07a,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,13.869431099999929,,3c2b1d2525b5ba50fc173ab9572013d2cf3efb06fde92a20cd5ffa6cb973ce0f,max3sat_003,cd594f1e-4c87-4090-8f2e-413a2246df50,repeat_a,repeat_a,"{""D"":52,""G"":76,""J"":0.4833333333333334,""M"":2.2,""Q"":9,""all_gate_depth"":89,""logical_Q"":9,""total_gates"":170}",1729,compiled,canonical,158dbb8eaf56ebae098d577d,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",34736,2026-09-20T23:25:59.067113+00:00
p1_repeat_a_attempt_1,f7af995347389fff92941d7f,circuit_digests/c59312f4d809225600324165.json,4666ace421bef4d9c27a6fede539faed7d1b94fdafb5374fc7568887a9bdfa37,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,13.870914800005266,,c8bea31412c693e13e90440ae2dcc46f2eb2817f226ea33f0cdc1d80b2019190,max3sat_003,278aaf68-1e8f-408c-9b27-6e6fd4f697a0,repeat_a,repeat_a,"{""D"":47,""G"":77,""J"":0.5369791666666667,""M"":2.2,""Q"":10,""all_gate_depth"":78,""logical_Q"":10,""total_gates"":176}",1729,compiled,canonical,c59312f4d809225600324165,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",31816,2026-09-20T23:25:59.088159+00:00
p1_repeat_a_attempt_1,ebfb1a0914774eb51b075093,circuit_digests/ba9cfa747aefede301d25744.json,30e6ebc5fe6443bf0f267ef098e74bd72d1badf040bd87cb63554cd352c71cd2,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,13.870347399999446,,77788ce1e556da20e9b73de0ec9e3bb6506511ed0c9ab164a5359e45761a5234,max3sat_003,c2b05e57-4f4d-4015-b7d1-4f100ba1a3ec,repeat_a,repeat_a,"{""D"":53,""G"":81,""J"":0.5557291666666667,""M"":2.2,""Q"":10,""all_gate_depth"":94,""logical_Q"":10,""total_gates"":180}",1729,compiled,canonical,ba9cfa747aefede301d25744,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",26816,2026-09-20T23:25:59.125145+00:00
p1_repeat_a_attempt_1,44acbcf52250abd3554db244,circuit_digests/8adb2a7c0aa32b5473cc709d.json,7ac431d3a0703caa1e5a2649f5fe993fe1dcda07d0a678d4126d004a93c793e3,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,0.8847152000016649,,735b6a7b5e9d3007039e41723826a9da98f291a06e5784ba46f84c67c9e2408c,max3sat_003,a0621126-d202-45a9-94cd-c98232ee65f3,repeat_a,repeat_a,"{""D"":57,""G"":88,""J"":0.603125,""M"":1.1,""Q"":11,""all_gate_depth"":103,""logical_Q"":11,""total_gates"":200}",1729,compiled,canonical,8adb2a7c0aa32b5473cc709d,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",24964,2026-09-20T23:26:13.658046+00:00
p1_repeat_a_attempt_1,d0f06b48246a904904308884,circuit_digests/998336af8f764bab9e26e305.json,b07ca0665302299e1932d20091178313afcf2a2678ada29b51f5cefde33eedd3,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,0.8754421999983606,,0b802163d0c3ad3f45260f746800aed44d6a05c4c7331c91dfbc744b1b35bef0,max3sat_003,5b42f258-07c7-432e-adae-34ed094f1b83,repeat_a,repeat_a,"{""D"":43,""G"":78,""J"":0.5302083333333334,""M"":2.2,""Q"":10,""all_gate_depth"":84,""logical_Q"":10,""total_gates"":164}",1729,compiled,canonical,998336af8f764bab9e26e305,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",35136,2026-09-20T23:26:13.667559+00:00
p1_repeat_a_attempt_1,8edd0bd7b291dce3f6598b18,circuit_digests/8e59f8d59b76bd1fd16833c7.json,ed7cd861974a1da5ffd4abb4d626381cda55d6f69a0d7e11000a6bea2578371f,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,0.8207457999960752,,949306944083b940465bffe64ba9233c37a8332b991debf98c66fa24d9a09af9,max3sat_003,2ceeb100-0fbb-489a-b974-e870a2bee29e,repeat_a,repeat_a,"{""D"":61,""G"":99,""J"":0.6286458333333333,""M"":1.1,""Q"":11,""all_gate_depth"":100,""logical_Q"":11,""total_gates"":189}",1729,compiled,canonical,8e59f8d59b76bd1fd16833c7,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",33700,2026-09-20T23:26:13.722264+00:00
p1_repeat_a_attempt_1,fafcef676028e39b1309bee2,circuit_digests/59a403f2e8647cc4a49337bc.json,bfd32451c273875ca6c1858a078710f703ca0a588606a80e04d67b70d1311b77,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,0.7808569999979227,,465c5f966b49f367c1e30f2fd5eb28ac100bd2666c275e1fb8b700b2f0ce4e03,max3sat_003,e321314b-0f89-473a-9aa7-07ae402ecb17,repeat_a,repeat_a,"{""D"":57,""G"":80,""J"":0.5906250000000001,""M"":1.1,""Q"":11,""all_gate_depth"":110,""logical_Q"":11,""total_gates"":213}",1729,compiled,canonical,59a403f2e8647cc4a49337bc,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",8092,2026-09-20T23:26:13.763521+00:00
p1_repeat_a_attempt_1,e4e29fbeb5697b5185bb304d,circuit_digests/b11a720d51f9bf193da9302c.json,077bc120cbf527593bd68f26c462d914408111bced3982bb894359c7bf2ade92,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,0.7630529000016395,,e8783304f81b24b5b6189263282f99defd8861703d9924fc8b4b548dbb4f5e3a,max3sat_003,543280da-e098-479a-8059-b960799cf3e5,repeat_a,repeat_a,"{""D"":47,""G"":82,""J"":0.5729166666666667,""M"":1.1,""Q"":11,""all_gate_depth"":90,""logical_Q"":11,""total_gates"":206}",1729,compiled,canonical,b11a720d51f9bf193da9302c,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",18972,2026-09-20T23:26:15.085158+00:00
p1_repeat_a_attempt_1,a263bcf041ec7d6326bdd833,circuit_digests/ba7761827312650db1046bbc.json,ae0b7d6cf38f1c8e9c6400042246d4c6f812ddbc0eebca4893e1f29e1ea74f51,8bd77ef81dd907b1433d10392aac52a145f08260af0f6d5df27a6b60a58aa723,79588b167e142163de9f4439404000baf741d099e94989db51ea214167c3b2b3,0.7523737000010442,,ac611bad1ccef1ee06c9d63d1a984c933ba24cbaf61d98de23d1e6d6e8fead6c,max3sat_003,e286b973-bdda-4766-97b2-1920eeee4f0d,repeat_a,repeat_a,"{""D"":53,""G"":89,""J"":0.5963541666666667,""M"":1.1,""Q"":11,""all_gate_depth"":90,""logical_Q"":11,""total_gates"":190}",1729,compiled,canonical,ba7761827312650db1046bbc,grid12,"{""declared"":{""heuristic"":""decay"",""seed"":1729,""trials"":8},""observed_passes"":[""ContainsInstruction"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""ElidePermutations"",""RemoveDiagonalGatesBeforeMeasure"",""RemoveIdentityEquivalent"",""InverseCancellation"",""ContractIdleWiresInControlFlow"",""CommutativeCancellation"",""ConsolidateBlocks"",""Split2QUnitaries"",""SetLayout"",""FullAncillaAllocation"",""EnlargeWithAncilla"",""ApplyLayout"",""CheckMap"",""BarrierBeforeFinalMeasurements"",""SabreSwap"",""FilterOpNodes"",""UnitarySynthesis"",""HighLevelSynthesis"",""BasisTranslator"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""TwoQubitPeepholeOptimization"",""RemoveIdentityEquivalent"",""Optimize1qGatesDecomposition"",""CommutativeCancellation"",""ContractIdleWiresInControlFlow"",""GatesInBasis"",""Size"",""Depth"",""MinimumPoint"",""ContainsInstruction""],""observed_sabre"":[{""heuristic"":""decay"",""seed"":1729,""trials"":8}]}",34604,2026-09-20T23:26:15.110715+00:00
